,,,,,,,language,,
H4647,2419,mappuach,nun-pey-hhet,נפח,bellows,mappuach,Hebrew,מפח,
H4743,1295,mâqaq,mem-quph,מק,consume,mâqaq,Hebrew,מקק,
H4743,1295,mâqaq,mem-quph,מק,corrupt,mâqaq,Hebrew,מקק,
H4743,1295,mâqaq,mem-quph,מק,dissolve,mâqaq,Hebrew,מקק,
H4743,1295,mâqaq,mem-quph,מק,melt,mâqaq,Hebrew,מקק,
H4743,1295,mâqaq,mem-quph,מק,pine,mâqaq,Hebrew,מקק,
H4739,1111,Mâqats,NAME,מקץ,Makats,Mâqats,Hebrew,מקץ,
H4722,1111,Maqhêlôth,NAME,מקהלת,Makheloth,Maqhêlôth,Hebrew,מקהלת,
H4867,2811,mishbâr,shin-beyt-resh,שבר,waves,maqhubu,Southern Sotho,משבר, 
H4725,1427,mâqôwm,quph-mem,קמ,country,mâqôwm,Hebrew,מקום,
H4725,1427,mâqôwm,quph-mem,קמ,home,mâqôwm,Hebrew,מקום,
H4725,1427,mâqôwm,quph-mem,קמ,open,mâqôwm,Hebrew,מקום,
H4725,1427,mâqôwm,quph-mem,קמ,place,mâqôwm,Hebrew,מקום,
H4725,1427,mâqôwm,quph-mem,קמ,room,mâqôwm,Hebrew,מקום,
H4725,1427,mâqôwm,quph-mem,קמ,space,mâqôwm,Hebrew,מקום,
H4725,1427,mâqôwm,quph-mem,קמ,standing,mâqôwm,Hebrew,מקום,
H4726,1250,mâqôwr,kaph-resh,כר,dug,mâqôwr,Hebrew,מקור,
H4726,1250,mâqôwr,kaph-resh,כר,fountain,mâqôwr,Hebrew,מקור,
H4726,1250,mâqôwr,kaph-resh,כר,issue,mâqôwr,Hebrew,מקור,
H4726,1250,mâqôwr,kaph-resh,כר,spring,mâqôwr,Hebrew,מקור,
H4726,1250,mâqôwr,kaph-resh,כר,well,mâqôwr,Hebrew,מקור,
H4726,1250,mâqôwr,kaph-resh,כר,wellspring,mâqôwr,Hebrew,מקור,
H4717,1416,maqqâbâh,quph-beyt,קב,hammer,maqqâbâh,Hebrew,מקבה,
H4728,1422,maqqâchâh,quph-hhet,קח,merchandise,maqqâchâh,Hebrew,מקחה,
H4728,1422,maqqâchâh,quph-hhet,קח,ware,maqqâchâh,Hebrew,מקחה,
H4718,1416,maqqebeth,quph-beyt,קב,perforator,maqqebeth,Hebrew,מקבת,
H4719,1111,Maqqêdâh,NAME,מקדה,Makkedah,Maqqêdâh,Hebrew,מקדה,
H4731,1426,maqqêl,quph-lamed,קל,rod,maqqêl,Hebrew,מקל,
H4731,1426,maqqêl,quph-lamed,קל,shoot,maqqêl,Hebrew,מקל,
H4731,1426,maqqêl,quph-lamed,קל,staff,maqqêl,Hebrew,מקל,
H4731,1426,maqqêl,quph-lamed,קל,stave,maqqêl,Hebrew,מקל,
H4740,2725,maqtsôwaʻ,quph-tsade-ayin,קצע,angle,maqtsôwaʻ,Hebrew,מקצוע,
H4740,2725,maqtsôwaʻ,quph-tsade-ayin,קצע,corner,maqtsôwaʻ,Hebrew,מקצוע,
H4740,2725,maqtsôwaʻ,quph-tsade-ayin,קצע,turning,maqtsôwaʻ,Hebrew,מקצוע,
H4741,2725,maqtsuʻâh,quph-tsade-ayin,קצע,plane,maqtsuʻâh,Hebrew,מקצעה,
H4741,2725,maqtsuʻâh,quph-tsade-ayin,קצע,scraper,maqtsuʻâh,Hebrew,מקצעה,
H4752,1296,mar,mem-resh,מר,drop,mar,Hebrew,מר,
H4751,1296,mar,mem-resh,מר,bitter,mar,Hebrew,מר,
H4755,1111,Mârâʼ,NAME,מרא,Mara,Mârâʼ,Hebrew,מרא,
H4754,1288,mârâʼ,mem-lamed,מל,overflow,mârâʼ,Hebrew,מרא,
H4754,1296,mârâʼ,mem-resh,מר,rebel,mârâʼ,Hebrew,מרא,
H4799,2353,mârach,mem-resh-hhet,מרח,soften,mârach,Hebrew,מרח,
H4775,2352,mârad,mem-resh-dalet,מרד,rebel,mârad,Hebrew,מרד,
H4779,2352,mârâd,mem-resh-dalet,מרד,rebellious,mârâd,Hebrew,מרד,
H8357,1481,shêthâh,shin-shin,שש,buttocks,marago,Setswana,שתה, 
H7125,1434,qirʼâh,quph-resh,קר,buttocks to sit on during meeting,marago,Pedi,קראה, 
H7125,1434,qirʼâh,quph-resh,קר,marago,marago,Pedi,קראה, 
H4759,1438,marʼâh,resh-aleph,רא,vision,marʼâh,Hebrew,מראה,
H4785,1111,Mârâh,NAME,מרה,Marah,Mârâh,Hebrew,מרה,
H4784,1296,mârâh,mem-resh,מר,be,mârâh,Hebrew,מרה,
H4831,1111,Marʻălâh,NAME,מרעלה,Maralah,Marʻălâh,Hebrew,מרעלה,
H7411,1450,râmâh,resh-mem,רמ,beguile,marama,Southern Sotho,רמה,marama.mp3
H1634,2084,gerem,gimel-resh-mem,גרמ,bones,marambo,Venda,גרם,
H5633,1342,çeren,samehh-resh,סר,lord,marana (G3134),Greek,סרן,
H4832,1453,marpêʼ,resh-ayin,רע,straps,marapa,Southern Sotho,מרפא, 
H4832,1453,marpêʼ,resh-ayin,רע,yielding strap,marapa,Southern Sotho,מרפא, 
H7499,1454,rᵉphuʼâh,resh-pey,רפ,healing,marapo,Southern Sotho,רפאה, 
H4832,1453,marpêʼ,resh-ayin,רע,healing the body,marapo,Southern Sotho,מרפא, 
H1634,2084,gerem,gimel-resh-mem,גרמ,bones,marapo,Pedi,גרם,
H4838,2356,mâraq,mem-resh-quph,מרק,bright,mâraq,Hebrew,מרק,
H4838,2356,mâraq,mem-resh-quph,מרק,furbish,mâraq,Hebrew,מרק,
H4838,2356,mâraq,mem-resh-quph,מרק,polish,mâraq,Hebrew,מרק,
H4838,2356,mâraq,mem-resh-quph,מרק,scour,mâraq,Hebrew,מרק,
H4839,2356,mârâq,mem-resh-quph,מרק,broth,mârâq,Hebrew,מרק,
H4839,2356,mârâq,mem-resh-quph,מרק,soup,mârâq,Hebrew,מרק,
H4803,2354,mâraṭ,mem-resh-tet,מרט,polish,mâraṭ,Hebrew,מרט,
H4834,2355,mârats,mem-resh-tsade,מרצ,enbolden,mârats,Hebrew,מרץ,
H4834,2355,mârats,mem-resh-tsade,מרצ,forcibly,mârats,Hebrew,מרץ,
H4834,2355,mârats,mem-resh-tsade,מרצ,grievious,mârats,Hebrew,מרץ,
H4834,2355,mârats,mem-resh-tsade,מרצ,press,mârats,Hebrew,מרץ,
H4834,2355,mârats,mem-resh-tsade,מרצ,sore,mârats,Hebrew,מרץ,
H4765,2742,marbad,resh-beyt-dalet,רבד,coverlet,marbad,Hebrew,מרבד,
H4766,1439,marbeh,resh-beyt,רב,increasing,marbeh,Hebrew,מרבה,
H4770,2746,marbêq,resh-beyt-quph,רבק,stall,marbêq,Hebrew,מרבק,
H4769,2745,marbêts,resh-beyt-tsade,רבצ,couchingplace,marbêts,Hebrew,מרבץ,
H4769,2745,marbêts,resh-beyt-tsade,רבצ,lie down,marbêts,Hebrew,מרבץ,
H4769,2745,marbêts,resh-beyt-tsade,רבצ,reclining place,marbêts,Hebrew,מרבץ,
H4768,1439,marbîyth,resh-beyt,רב,multitude,marbîyth,Hebrew,מרבית,
H4826,1111,Marçᵉnâʼ,NAME,מרסנא,Marsena,Marçᵉnâʼ,Hebrew,מרסנא,
H4802,2766,marchesheth,resh-hhet-shin,רחש,stewpan,marchesheth,Hebrew,מרחשת,
H4780,2352,mardûwth,mem-resh-dalet,מרד,rebelliousness,mardûwth,Hebrew,מרדות,
H7388,1457,rîyr,resh-resh,רר,slime,mare,Southern Sotho,ריר, 
H7377,1447,rîy,resh-yud,רי,flowing water,mare,Pedi,רי, 
H7377,1447,rîy,resh-yud,רי,saliva,mare,Pedi,רי, 
H7377,1447,rîy,resh-yud,רי,spittle,mare,Pedi,רי, 
H3994,1457,mᵉʼêrâh,resh-resh,רר,spittle,mare,Southern Sotho,מארה, 
H1818,1082,dâm,dalet-mem,דמ,money,mare,Ndau,דם,
H4756,1296,mârêʼ,mem-resh,מר,master,mârêʼ,Hebrew,מרא,
H7135,1434,qârâh,quph-resh,קר,cold,marega,Pedi,קרה, 
H4758,1438,marʼeh,resh-aleph,רא,appearance,marʼeh,Hebrew,מראה,
H4758,1438,marʼeh,resh-aleph,רא,countenance,marʼeh,Hebrew,מראה,
H4758,1438,marʼeh,resh-aleph,רא,favoured,marʼeh,Hebrew,מראה,
H4758,1438,marʼeh,resh-aleph,רא,sight,marʼeh,Hebrew,מראה,
H4758,1438,marʼeh,resh-aleph,רא,view,marʼeh,Hebrew,מראה,
H4758,1438,marʼeh,resh-aleph,רא,vision,marʼeh,Hebrew,מראה,
H4762,1111,Marʼêshâh,NAME,מראשה,Mareshah,Marʼêshâh,Hebrew,מראשה,
H4774,2752,margêʻâh,resh-gimel-ayin,רגע,rest,margêʻâh,Hebrew,מרגעה,
H4772,2749,margᵉlâh,resh-gimel-lamed,רגל,footpiece,margᵉlâh,Hebrew,מרגלה,
H4773,2750,margêmâh,resh-gimel-mem,רגמ,stone-heap,margêmâh,Hebrew,מרגמה,
H4771,2752,margôwaʻ,resh-gimel-ayin,רגע,resting place,margôwaʻ,Hebrew,מרגוע,
H1634,2084,gerem,gimel-resh-mem,גרמ,bones,marhambu,Tsonga,גרם,
H4847,1296,Mᵉrârîy,mem-resh,מר,bereavement,mariro,Shona,מררי, 
H4819,2770,markôleth,resh-kaph-lamed,רכל,mart,markôleth,Hebrew,מרכלת,
H4819,2770,markôleth,resh-kaph-lamed,רכל,merchandise,markôleth,Hebrew,מרכלת,
H7503,1454,râphâh,resh-pey,רפ,abandoned place,marope,Southern Sotho,רפה, 
H4791,1450,mârôwm,resh-mem,רמ,altitude,mârôwm,Hebrew,מרום,
H4796,1111,Mârôwth,NAME,מרות,Maroth,Mârôwth,Hebrew,מרות,
H4832,1453,marpêʼ,resh-ayin,רע,curative,marpêʼ,Hebrew,מרפא,
H4832,1453,marpêʼ,resh-ayin,רע,cure,marpêʼ,Hebrew,מרפא,
H4832,1453,marpêʼ,resh-ayin,רע,healing,marpêʼ,Hebrew,מרפא,
H4832,1453,marpêʼ,resh-ayin,רע,sound,marpêʼ,Hebrew,מרפא,
H4832,1453,marpêʼ,resh-ayin,רע,wholesome,marpêʼ,Hebrew,מרפא,
H4832,1453,marpêʼ,resh-ayin,רע,yielding,marpêʼ,Hebrew,מרפא,
H4836,2791,martsêaʻ,resh-tsade-ayin,רצע,aul,martsêaʻ,Hebrew,מרצע,
H4836,2791,martsêaʻ,resh-tsade-ayin,רצע,awl,martsêaʻ,Hebrew,מרצע,
H4837,2792,martsepheth,resh-tsade-pey,רצפ,pavement,martsepheth,Hebrew,מרצפת,
H2214,1158,zârâʼ,zayin-resh,זר,vomit,marutso,Ndau,זרא, 
H5079,1303,niddâh,nun-dalet,נד,flowers,maruwa,Ndau,נדה, 
H4788,1441,mârûwd,resh-dalet,רד,outcast,mârûwd,Hebrew,מרוד,
H4795,2356,mârûwq,mem-resh-quph,מרק,rubbed,mârûwq,Hebrew,מרוק,
H4798,2756,marzêach,resh-zayin-hhet,רזח,mourning,marzêach,Hebrew,מרזח,
H4529,1291,mâçâh,mem-samehh,מס,water,masa,Kikongo,מסה, 
H4279,1181,mâchâr,hhet-resh,חר,noon,masegare,Venda,מחר, 
H4891,2829,mishchâr,shin-hhet-resh,שחר,noon,masehare,Venda,משחר, 
H4539,1333,mâçâk,samehh-kaph,סכ,hanging,maseka,Southern Sotho,מסך, 
H4539,1333,mâçâk,samehh-kaph,סכ,incline,maseka,Southern Sotho,מסך, 
H4543,2478,miçkᵉnâh,samehh-kaph-nun,סכנ,hedge as base or home,maseko,Zulu,מסכנה, 
H4864,1314,masʼêth,nun-samehh,נס,burden,masʼêth,Hebrew,משאת,
H4864,1314,masʼêth,nun-samehh,נס,cloud,masʼêth,Hebrew,משאת,
H4864,1314,masʼêth,nun-samehh,נס,collection,masʼêth,Hebrew,משאת,
H4864,1314,masʼêth,nun-samehh,נס,flame,masʼêth,Hebrew,משאת,
H4864,1314,masʼêth,nun-samehh,נס,gift,masʼêth,Hebrew,משאת,
H4864,1314,masʼêth,nun-samehh,נס,lift,masʼêth,Hebrew,משאת,
H4864,1314,masʼêth,nun-samehh,נס,mess,masʼêth,Hebrew,משאת,
H4864,1314,masʼêth,nun-samehh,נס,oblation,masʼêth,Hebrew,משאת,
H4864,1314,masʼêth,nun-samehh,נס,raising,masʼêth,Hebrew,משאת,
H4864,1314,masʼêth,nun-samehh,נס,reward,masʼêth,Hebrew,משאת,
H4864,1314,masʼêth,nun-samehh,נס,sign,masʼêth,Hebrew,משאת,
H4851,1111,Mash,NAME,מש,Mash,Mash,Hebrew,מש,
H4857,1477,mashʼâb,shin-pey,שפ,draw,mashʼâb,Hebrew,משאב,
H4857,1477,mashʼâb,shin-pey,שפ,trough for cattle to drink from,mashʼâb,Hebrew,משאב,
H4886,2357,mâshach,mem-shin-hhet,משח,rub with oil,mâshach,Hebrew,משח,
H4871,1297,mâshâh,mem-shin,מש,pull out,mâshâh,Hebrew,משה,
H4900,2358,mâshak,mem-shin-kaph,משכ,draw,mâshak,Hebrew,משך,
H5521,1333,çukkâh,samehh-kaph,סכ,kind,mashaka,Venda,סכה, 
H4911,2359,mâshal,mem-shin-lamed,משל,liken,mâshal,Hebrew,משל,
H4910,2359,mâshal,mem-shin-lamed,משל,rule,mâshal,Hebrew,משל,
H4913,1111,Mâshâl,NAME,משל,Mashal,Mâshâl,Hebrew,משל,
H4912,2359,mâshâl,mem-shin-lamed,משל,pithy,mâshâl,Hebrew,משל,
H8277,2506,sârad,samehh-resh-dalet,סרד,remain,mashaledi,Southern Sotho,שרד, 
H7611,1480,shᵉʼêrîyth,shin-resh,שר,remnant,mashaledi,Pedi,שארית, 
H4860,1320,mashshâʼôwn,nun-shin,נש,deceit,mashano,Southern Sotho,משאון, 
H4959,1297,mâshash,mem-shin,מש,grope,mâshash,Hebrew,משש,
H4959,1297,mâshash,mem-shin,מש,seek,mâshash,Hebrew,משש,
H4960,1482,mishteh,shin-tav,שת,drinking,mashata,Southern Sotho,משתה, 
H4960,1482,mishteh,shin-tav,שת,feasts,mashata,Southern Sotho,משתה, 
H4960,1482,mishteh,shin-tav,שת,noises,mashata,Southern Sotho,משתה, 
H849,2818,ʼeshtaddûwr,shin-dalet-resh,שדר,revolt,mashatola,Pedi,אשתדור,
H7712,2818,shᵉdar,shin-dalet-resh,שדר,devils,mashatola,Southern Sotho,שדר, 
H4892,2830,mashchêth,shin-hhet-tav,שחת,destruction,mashchêth,Hebrew,משחת,
H4889,2830,mashchîyth,shin-hhet-tav,שחת,destructive,mashchîyth,Hebrew,משחית,
H7835,2829,shâchar,shin-hhet-resh,שחר,night,mashego,Southern Sotho,שחר, 
H4891,2829,mishchâr,shin-hhet-resh,שחר,dawn,mashego,Southern Sotho,משחר, 
H4924,2850,mashmân,shin-mem-nun,שמנ,fat,mashmân,Hebrew,משמן,
H4924,2850,mashmân,shin-mem-nun,שמנ,fatness,mashmân,Hebrew,משמן,
H4924,2850,mashmân,shin-mem-nun,שמנ,fattest,mashmân,Hebrew,משמן,
H4866,2811,mishbêr,shin-beyt-resh,שבר,uninitiated,mashoboro,Pedi,משבר, 
H8052,2851,shᵉmûwʻâh,shin-mem-ayin,שמע,news,mashoko,Ndau,שמועה, 
H8052,2851,shᵉmûwʻâh,shin-mem-ayin,שמע,report,mashoko,Ndau,שמועה, 
H4916,2842,mishlôwach,shin-lamed-hhet,שלח,army,mashole,Southern Sotho,משלוח, 
H4916,2842,mishlôwach,shin-lamed-hhet,שלח,sent,mashole,Southern Sotho,משלוח, 
H4916,2842,mishlôwach,shin-lamed-hhet,שלח,sent to make peace,mashole,Southern Sotho,משלוח, 
H4880,1469,mâshôwṭ,shin-tet,שט,oar,mâshôwṭ,Hebrew,משוט,
H4945,1479,mashqeh,shin-quph,שק,butlership,mashqeh,Hebrew,משקה,
H4945,1479,mashqeh,shin-quph,שק,causing to drink,mashqeh,Hebrew,משקה,
H4945,1479,mashqeh,shin-quph,שק,drink,mashqeh,Hebrew,משקה,
H4945,1479,mashqeh,shin-quph,שק,pasture,mashqeh,Hebrew,משקה,
H4945,1479,mashqeh,shin-quph,שק,watered,mashqeh,Hebrew,משקה,
H4947,2877,mashqôwph,shin-quph-pey,שקפ,doorpost,mashqôwph,Hebrew,משקוף,
H4947,2877,mashqôwph,shin-quph-pey,שקפ,lintel,mashqôwph,Hebrew,משקוף,
H4953,2882,mashrôwqîy,shin-resh-quph,שרק,flute,mashrôwqîy,Hebrew,משרוקי,
H4953,2882,mashrôwqîy,shin-resh-quph,שרק,pipe,mashrôwqîy,Hebrew,משרוקי,
H4855,1320,mashshâʼ,nun-shin,נש,loan,mashshâʼ,Hebrew,משא,
H4859,1320,mashshâʼâh,nun-shin,נש,loan,mashshâʼâh,Hebrew,משאה,
H4860,1320,mashshâʼôwn,nun-shin,נש,deceit,mashshâʼôwn,Hebrew,משאון,
H4860,1320,mashshâʼôwn,nun-shin,נש,dissimulation,mashshâʼôwn,Hebrew,משאון,
H4944,1479,mashshâq,shin-quph,שק,running,mashshâq,Hebrew,משק,
H4944,1479,mashshâq,shin-quph,שק,traversing,mashshâq,Hebrew,משק,
H4874,1320,mashsheh,nun-shin,נש,debt,mashsheh,Hebrew,משה,
H4876,1461,mashshûwʼâh,shin-aleph,שא,ruin,mashshûwʼâh,Hebrew,משואה,
H4279,1181,mâchâr,hhet-resh,חר,noon,mashure,Shona,מחר, 
H5521,1333,çukkâh,samehh-kaph,סכ,clans,masika,Southern Sotho,סכה, 
H5521,1333,çukkâh,samehh-kaph,סכ,kind,masika,Southern Sotho,סכה, 
H5521,1333,çukkâh,samehh-kaph,סכ,tents,masika,Southern Sotho,סכה, 
H4895,1469,masṭêmâh,shin-tet,שט,enemies,masitha,Zulu,משטמה, 
H4905,2477,maskîyl,samehh-kaph-lamed,סכל,instructive,maskîyl,Hebrew,משכיל,
H4906,1410,maskîyth,tsade-quph,צק,figure,maskîyth,Hebrew,משכית,
H4909,2479,maskôreth,samehh-kaph-resh,סכר,wages,maskôreth,Hebrew,משכרת,
H4930,2491,masmᵉrâh,samehh-mem-resh,סמר,nail,masmᵉrâh,Hebrew,משמרה,
H4930,2491,masmᵉrâh,samehh-mem-resh,סמר,peg,masmᵉrâh,Hebrew,משמרה,
H4885,1337,mâsôws,samehh-samehh,סס,delight,mâsôws,Hebrew,משוש,
H4885,1337,mâsôws,samehh-samehh,סס,joy,mâsôws,Hebrew,משוש,
H4885,1337,mâsôws,samehh-samehh,סס,mirth,mâsôws,Hebrew,משוש,
H4885,1337,mâsôws,samehh-samehh,סס,rejoice,mâsôws,Hebrew,משוש,
H4957,1111,Masrêqâh,NAME,משרקה,Masrekah,Masrêqâh,Hebrew,משרקה,
H4958,2514,masrêth,samehh-resh-tav,סרת,pan,masrêth,Hebrew,משרת,
H4854,1111,Massâʼ,NAME,משא,Massa,Massâʼ,Hebrew,משא,
H4853,1314,massâʼ,nun-samehh,נס,burden,massâʼ,Hebrew,משא,
H4858,1314,massâʼâh,nun-samehh,נס,conflagration,massâʼâh,Hebrew,משאה,
H4856,1314,massôʼ,nun-samehh,נס,partiality,massôʼ,Hebrew,משא,
H4856,1314,massôʼ,nun-samehh,נס,respect,massôʼ,Hebrew,משא,
H4883,1342,massôwr,samehh-resh,סר,saw,massôwr,Hebrew,משור,
H4895,1469,masṭêmâh,shin-tet,שט,enmity,masṭêmâh,Hebrew,משטמה,
H4895,1469,masṭêmâh,shin-tet,שט,hatred,masṭêmâh,Hebrew,משטמה,
H7753,1333,sûwk,samehh-kaph,סכ,border,masuk,Basa(Cameroon),שוך, 
H7753,1333,sûwk,samehh-kaph,סכ,boundary,masuk,Basa(Cameroon),שוך, 
H4186,1163,môwshâb,hhet-beyt,חב,seat,masuumbi,Nyamwezi,מושב, 
H891,1044,bᵉʼushîym,beyt-shin,בש,bad,maswe,Tswana,באשים,
H4325,1281,mayim,mem-hey,מה,milk,maswi,Pedi,מים, 
H4959,1297,mâshash,mem-shin,מש,darkness,maswiswi,Southern Sotho,משש, 
H4959,1297,mâshash,mem-shin,מש,groping darkness,maswiswi,Southern Sotho,משש, 
H3994,1457,mᵉʼêrâh,resh-resh,רר,spittle,mata,Southern Sotho,מארה, 
H6780,2666,tsemach,tsade-mem-hhet,צמח,branches,mataambi,Nyamwezi,צמח, 
H8357,1481,shêthâh,shin-shin,שש,buttocks,matako,Diriku,שתה, 
H4303,2236,maṭʻam,tet-ayin-mem,טעמ,dainty,maṭʻam,Hebrew,מטעם,
H4303,2236,maṭʻam,tet-ayin-mem,טעמ,delicacy,maṭʻam,Hebrew,מטעם,
H4303,2236,maṭʻam,tet-ayin-mem,טעמ,meat,maṭʻam,Hebrew,מטעם,
H4306,2336,mâṭar,mem-tet-resh,מטר,rain,mâṭar,Hebrew,מטר,
H4305,2336,mâṭar,mem-tet-resh,מטר,rain,mâṭar,Hebrew,מטר,
H4292,1185,maṭʼăṭêʼ,tet-aleph,טא,broom,maṭʼăṭêʼ,Hebrew,מטאטא,
H4293,2227,maṭbêach,tet-beyt-hhet,טבח,slaughter,maṭbêach,Hebrew,מטבח,
H4090,1083,mᵉdân,dalet-nun,דנ,quarrel,matena,Southern Sotho,מדן, 
H4962,1298,math,mem-tav,מת,small,math,Hebrew,מת,
H4969,2362,mâthach,mem-tav-hhet,מתח,stretch,mâthach,Hebrew,מתח,
H7411,1450,râmâh,resh-mem,רמ,cheeks,mathama,Kalanga,רמה, 
H4988,2364,mâthâq,mem-tav-quph,מתק,dainty,mâthâq,Hebrew,מתק,
H4970,1298,mâthay,mem-tav,מת,extent,mâthay,Hebrew,מתי,
H4970,1298,mâthay,mem-tav,מת,long,mâthay,Hebrew,מתי,
H4970,1298,mâthay,mem-tav,מת,when,mâthay,Hebrew,מתי,
H4963,1037,mathbên,beyt-nun,בנ,straw,mathbên,Hebrew,מתבן,
H7388,1457,rîyr,resh-resh,רר,slime,mathe,Setswana,ריר, 
H7377,1447,rîy,resh-yud,רי,flowing water,mathe,Southern Sotho,רי, 
H7377,1447,rîy,resh-yud,רי,saliva,mathe,Southern Sotho,רי, 
H7377,1447,rîy,resh-yud,רי,spittle,mathe,Southern Sotho,רי, 
H2877,1186,ṭabbâch,tet-beyt,טב,lifeguardsman,mathiba,Southern Sotho,טבח, 
H2877,1186,ṭabbâch,tet-beyt,טב,lifeguardsman,mathibela,Southern Sotho,טבח, 
H4971,2893,mathkôneth,tav-kaph-nun,תכנ,proportion,mathkôneth,Hebrew,מתכנת,
H6779,2666,tsâmach,tsade-mem-hhet,צמח,beginning,mathomo,Southern Sotho,צמח, 
H4966,2364,mâthôwq,mem-tav-quph,מתק,sweet,mâthôwq,Hebrew,מתוק,
H4325,1281,mayim,mem-hey,מה,water,mati,Tsonga,מים,
H5856,1516,ʻîy,ayin-yud,עי,stones,matje,Southern Sotho,עי, 
H553,1294,ʼâmats,mem-tsade,מצ,strength,matla,Southern Sotho,אמץ,
H553,1294,ʼâmats,mem-tsade,מצ,strengthen,matla,Southern Sotho,אמץ,
H4206,1146,mâzîyach,zayin-hhet,זח,strength,matla,Pedi,מזיח, 
H4301,2234,maṭmôwn,tet-mem-nun,טמנ,riches,maṭmôwn,Hebrew,מטמון,
H4301,2234,maṭmôwn,tet-mem-nun,טמנ,secret,maṭmôwn,Hebrew,מטמון,
H4301,2234,maṭmôwn,tet-mem-nun,טמנ,treasure,maṭmôwn,Hebrew,מטמון,
H4308,1111,Maṭrêd,NAME,מטרד,Matred,Maṭrêd,Hebrew,מטרד,
H4309,1111,Maṭrîy,NAME,מטרי,Matri,Maṭrîy,Hebrew,מטרי,
H1319,2025,bâsar,beyt-samehh-resh,בסר,be fresh,matsa,Southern Sotho,בשר,
H4672,1294,mâtsâʼ,mem-tsade,מצ,discover,mâtsâʼ,Hebrew,מצא,
H4672,1294,mâtsâʼ,mem-tsade,מצ,find,mâtsâʼ,Hebrew,מצא,
H4672,1294,mâtsâʼ,mem-tsade,מצ,found,mâtsâʼ,Hebrew,מצא,
H4672,1294,mâtsâʼ,mem-tsade,מצ,hit,mâtsâʼ,Hebrew,מצא,
H4672,1294,mâtsâʼ,mem-tsade,מצ,left,mâtsâʼ,Hebrew,מצא,
H4672,1294,mâtsâʼ,mem-tsade,מצ,present,mâtsâʼ,Hebrew,מצא,
H4672,1294,mâtsâʼ,mem-tsade,מצ,ready,mâtsâʼ,Hebrew,מצא,
H4672,1294,mâtsâʼ,mem-tsade,מצ,receive,mâtsâʼ,Hebrew,מצא,
H4672,1294,mâtsâʼ,mem-tsade,מצ,redeem,mâtsâʼ,Hebrew,מצא,
H4672,1294,mâtsâʼ,mem-tsade,מצ,serve,mâtsâʼ,Hebrew,מצא,
H4672,1294,mâtsâʼ,mem-tsade,מצ,suffice,mâtsâʼ,Hebrew,מצא,
H4291,1294,mᵉṭâʼ,mem-tsade,מצ,come,mâtsâʼ,Hebrew,מטא,
H4291,1294,mᵉṭâʼ,mem-tsade,מצ,extend towards,mâtsâʼ,Hebrew,מטא,
H4291,1294,mᵉṭâʼ,mem-tsade,מצ,reach out,mâtsâʼ,Hebrew,מטא,
H4291,1294,mᵉṭâʼ,mem-tsade,מצ,reached,mâtsâʼ,Hebrew,מטא,
H4680,1294,mâtsâh,mem-tsade,מצ,suck,mâtsâh,Hebrew,מצה,
H6884,2692,tsâraph,tsade-resh-pey,צרפ,effort,matsapa,Southern Sotho,צרף, 
H4623,2570,maʻtsâr,ayin-tsade-resh,עצר,control,maʻtsâr,Hebrew,מעצר,
H4715,2692,mitsrêph,tsade-resh-pey,צרפ,difficulties,matsarapa,Southern Sotho,מצרף, 
H4711,1294,mâtsats,mem-tsade,מצ,milk,mâtsats,Hebrew,מצץ,
H4711,1294,mâtsats,mem-tsade,מצ,milk,mâtsats,Hebrew,מצץ,
H4711,1294,mâtsats,mem-tsade,מצ,suck,mâtsats,Hebrew,מצץ,
H2154,1151,zimmâh,zayin-mem,זמ,heinous crime,matsau,Southern Sotho,זמה, 
H2154,1151,zimmâh,zayin-mem,זמ,lewdness,matsau,Southern Sotho,זמה, 
H2154,1151,zimmâh,zayin-mem,זמ,mischief,matsau,Southern Sotho,זמה, 
H2154,1151,zimmâh,zayin-mem,זמ,mischief,matsau,Southern Sotho,זמה, 
H2154,1151,zimmâh,zayin-mem,זמ,wickedness,matsau,Southern Sotho,זמה, 
H4890,2472,mischaq,samehh-hhet-quph,סחק,laughing-stock,matsheho,Southern Sotho,משחק, 
H4279,1181,mâchâr,hhet-resh,חר,tomorrow,matshelo,Venda,מחר, 
H4891,2829,mishchâr,shin-hhet-resh,שחר,morning,matsheloni,Venda,משחר, 
H4279,1181,mâchâr,hhet-resh,חר,tomorrow,matshero,Venda,מחר, 
H4279,1181,mâchâr,hhet-resh,חר,good morning,matsheroni,Venda,מחר, 
H4325,1281,mayim,mem-hey,מה,water,matsi,Lingala,מים, 
H4678,2426,matstsebeth,nun-tsade-beyt,נצב,strength,matsimba,Tsonga,מצבת, 
H4165,1410,mûwtsâq,tsade-quph,צק,fists,matsoqa,Southern Sotho,מוצק, 
H4692,1411,mâtsôwr,tsade-resh,צר,difficulties,matsoro,Southern Sotho,מצור, 
H4692,1411,mâtsôwr,tsade-resh,צר,headache,matsoro,Southern Sotho,מצור, 
H4685,1395,mâtsôwd,tsade-dalet,צד,net,mâtsôwd,Hebrew,מצוד,
H4693,1111,mâtsôwr,NAME,מצור,Egypt,mâtsôwr,Hebrew,מצור,
H4622,2570,maʻtsôwr,ayin-tsade-resh,עצר,hindrance,maʻtsôwr,Hebrew,מעצור,
H4702,1407,matstsâʻ,tsade-ayin,צע,bed,matstsâʻ,Hebrew,מצע,
